match_id,date,team1,team2,team1_sets,team2_sets,winner
2025-10-02_pCto2hNE_xKjcGtha,2025-10-02,gebze-pCto2hNE,spor-toto-xKjcGtha,3,0,gebze-pCto2hNE
2025-10-03_K85RJEn0_OSDwWRtI,2025-10-03,novyi-urengoy-K85RJEn0,mgtu-moscow-OSDwWRtI,2,3,mgtu-moscow-OSDwWRtI
2025-10-03_KEpRN78b_hC0jKP7N,2025-10-03,surgut-region-KEpRN78b,nova-novokuybyshevsk-hC0jKP7N,3,1,surgut-region-KEpRN78b
2025-10-03_bw6M1XcM_80aPt1Vn,2025-10-03,gorky-n-novgorod-bw6M1XcM,neftjanik-orenburg-80aPt1Vn,1,3,neftjanik-orenburg-80aPt1Vn
2025-10-03_63ZVqQDr_xKjcGtha,2025-10-03,alanya-bld-63ZVqQDr,spor-toto-xKjcGtha,3,2,alanya-bld-63ZVqQDr
2025-10-03_nibTuLpg_2wzWMRN4,2025-10-03,enisey-krasnoyarsk-nibTuLpg,yaroslavl-2wzWMRN4,2,3,yaroslavl-2wzWMRN4
2025-10-04_KEpRN78b_OSDwWRtI,2025-10-04,surgut-region-KEpRN78b,mgtu-moscow-OSDwWRtI,3,2,surgut-region-KEpRN78b
2025-10-04_hC0jKP7N_K85RJEn0,2025-10-04,nova-novokuybyshevsk-hC0jKP7N,novyi-urengoy-K85RJEn0,1,3,novyi-urengoy-K85RJEn0
2025-10-04_bw6M1XcM_2wzWMRN4,2025-10-04,gorky-n-novgorod-bw6M1XcM,yaroslavl-2wzWMRN4,3,1,gorky-n-novgorod-bw6M1XcM
2025-10-04_80aPt1Vn_nibTuLpg,2025-10-04,neftjanik-orenburg-80aPt1Vn,enisey-krasnoyarsk-nibTuLpg,0,3,enisey-krasnoyarsk-nibTuLpg
2025-10-05_2wzWMRN4_80aPt1Vn,2025-10-05,yaroslavl-2wzWMRN4,neftjanik-orenburg-80aPt1Vn,3,1,yaroslavl-2wzWMRN4
2025-10-05_K85RJEn0_KEpRN78b,2025-10-05,novyi-urengoy-K85RJEn0,surgut-region-KEpRN78b,3,2,novyi-urengoy-K85RJEn0
2025-10-05_OSDwWRtI_hC0jKP7N,2025-10-05,mgtu-moscow-OSDwWRtI,nova-novokuybyshevsk-hC0jKP7N,0,3,nova-novokuybyshevsk-hC0jKP7N
2025-10-05_nibTuLpg_bw6M1XcM,2025-10-05,enisey-krasnoyarsk-nibTuLpg,gorky-n-novgorod-bw6M1XcM,3,1,enisey-krasnoyarsk-nibTuLpg
2025-10-09_IgKl2cpn_xKjcGtha,2025-10-09,fenerbahce-IgKl2cpn,spor-toto-xKjcGtha,3,1,fenerbahce-IgKl2cpn
2025-10-09_fuJ9F075_j7Id0yFb,2025-10-09,halkbank-fuJ9F075,ziraat-bankasi-j7Id0yFb,1,3,ziraat-bankasi-j7Id0yFb
2025-10-10_Qu1Ot9Fo_fLhuwREA,2025-10-10,friedrichshafen-Qu1Ot9Fo,duren-fLhuwREA,3,1,friedrichshafen-Qu1Ot9Fo
2025-10-10_8pWgkzcP_O2FjXreG,2025-10-10,luneburg-8pWgkzcP,freiburg-O2FjXreG,3,1,luneburg-8pWgkzcP
2025-10-10_p4s7hUbp_vgw8MODe,2025-10-10,tsv-giesen-grizzlys-p4s7hUbp,herrsching-vgw8MODe,1,3,herrsching-vgw8MODe
2025-10-10_nekXvmpb_0bgyv7a4,2025-10-10,scc-berlin-nekXvmpb,netzhoppers-0bgyv7a4,3,0,scc-berlin-nekXvmpb
2025-10-11_WhuLLKZT_QHGgYVPI,2025-10-11,zawiercie-WhuLLKZT,ach-volley-ljubljana-QHGgYVPI,1,3,ach-volley-ljubljana-QHGgYVPI
2025-10-11_Kv7iGxys_lWD9RIPD,2025-10-11,lublin-Kv7iGxys,jastrzebski-lWD9RIPD,3,2,lublin-Kv7iGxys
2025-10-11_Qu1Ot9Fo_8pWgkzcP,2025-10-11,friedrichshafen-Qu1Ot9Fo,luneburg-8pWgkzcP,0,3,luneburg-8pWgkzcP
2025-10-11_KEpRN78b_K85RJEn0,2025-10-11,surgut-region-KEpRN78b,novyi-urengoy-K85RJEn0,3,2,surgut-region-KEpRN78b
2025-10-11_0bgyv7a4_p4s7hUbp,2025-10-11,netzhoppers-0bgyv7a4,tsv-giesen-grizzlys-p4s7hUbp,3,2,netzhoppers-0bgyv7a4
2025-10-11_fLhuwREA_O2FjXreG,2025-10-11,duren-fLhuwREA,freiburg-O2FjXreG,3,0,duren-fLhuwREA
2025-10-11_Ao2IPdfQ_nLrfnIpa,2025-10-11,trefl-gdansk-Ao2IPdfQ,galatasaray-nLrfnIpa,1,3,galatasaray-nLrfnIpa
2025-10-11_zav73FX6_A7seqaBP,2025-10-11,projekt-warszawa-zav73FX6,cisterna-A7seqaBP,3,0,projekt-warszawa-zav73FX6
2025-10-11_nekXvmpb_vgw8MODe,2025-10-11,scc-berlin-nekXvmpb,herrsching-vgw8MODe,3,0,scc-berlin-nekXvmpb
2025-10-12_fLhuwREA_0bgyv7a4,2025-10-12,duren-fLhuwREA,netzhoppers-0bgyv7a4,3,1,duren-fLhuwREA
2025-10-12_8pWgkzcP_nekXvmpb,2025-10-12,luneburg-8pWgkzcP,scc-berlin-nekXvmpb,1,3,scc-berlin-nekXvmpb
2025-10-12_QHGgYVPI_nLrfnIpa,2025-10-12,ach-volley-ljubljana-QHGgYVPI,galatasaray-nLrfnIpa,3,0,ach-volley-ljubljana-QHGgYVPI
2025-10-12_lWD9RIPD_A7seqaBP,2025-10-12,jastrzebski-lWD9RIPD,cisterna-A7seqaBP,2,3,cisterna-A7seqaBP
2025-10-12_Qu1Ot9Fo_vgw8MODe,2025-10-12,friedrichshafen-Qu1Ot9Fo,herrsching-vgw8MODe,3,1,friedrichshafen-Qu1Ot9Fo
2025-10-12_WhuLLKZT_Ao2IPdfQ,2025-10-12,zawiercie-WhuLLKZT,trefl-gdansk-Ao2IPdfQ,3,1,zawiercie-WhuLLKZT
2025-10-12_Kv7iGxys_zav73FX6,2025-10-12,lublin-Kv7iGxys,projekt-warszawa-zav73FX6,3,2,lublin-Kv7iGxys
2025-10-12_O2FjXreG_p4s7hUbp,2025-10-12,freiburg-O2FjXreG,tsv-giesen-grizzlys-p4s7hUbp,3,2,freiburg-O2FjXreG
2025-10-14_nibTuLpg_4pLOGc4q,2025-10-14,enisey-krasnoyarsk-nibTuLpg,cska-moscow-4pLOGc4q,3,0,enisey-krasnoyarsk-nibTuLpg
2025-10-15_K85RJEn0_KEpRN78b,2025-10-15,novyi-urengoy-K85RJEn0,surgut-region-KEpRN78b,3,0,novyi-urengoy-K85RJEn0
2025-10-15_nibTuLpg_4pLOGc4q,2025-10-15,enisey-krasnoyarsk-nibTuLpg,cska-moscow-4pLOGc4q,3,0,enisey-krasnoyarsk-nibTuLpg
2025-10-18_hC0jKP7N_80aPt1Vn,2025-10-18,nova-novokuybyshevsk-hC0jKP7N,neftjanik-orenburg-80aPt1Vn,3,1,nova-novokuybyshevsk-hC0jKP7N
2025-10-18_hbFonVBi_tOoNOmgh,2025-10-18,kemerovo-hbFonVBi,novosibirsk-tOoNOmgh,0,3,novosibirsk-tOoNOmgh
2025-10-18_K85RJEn0_MB7pnxoH,2025-10-18,novyi-urengoy-K85RJEn0,dinamo-lo-MB7pnxoH,2,3,dinamo-lo-MB7pnxoH
2025-10-18_nekXvmpb_n7gpLG2s,2025-10-18,scc-berlin-nekXvmpb,kedzierzyn-kozle-n7gpLG2s,2,3,kedzierzyn-kozle-n7gpLG2s
2025-10-18_WhuLLKZT_SMCDQxuK,2025-10-18,zawiercie-WhuLLKZT,belchatow-SMCDQxuK,3,2,zawiercie-WhuLLKZT
2025-10-19_ba4VIY16_j7MxHCWI,2025-10-19,din-moscow-ba4VIY16,zenit-kazan-j7MxHCWI,0,3,zenit-kazan-j7MxHCWI
2025-10-19_OSDwWRtI_S0nUsKBh,2025-10-19,mgtu-moscow-OSDwWRtI,zenit-st-petersburg-S0nUsKBh,0,3,zenit-st-petersburg-S0nUsKBh
2025-10-19_2wzWMRN4_YgncOTwn,2025-10-19,yaroslavl-2wzWMRN4,ufa-YgncOTwn,3,2,yaroslavl-2wzWMRN4
2025-10-19_dhVmA0z9_byQlmwTe,2025-10-19,sada-cruzeiro-dhVmA0z9,minas-tenis-clube-byQlmwTe,3,0,sada-cruzeiro-dhVmA0z9
2025-10-19_nibTuLpg_KEpRN78b,2025-10-19,enisey-krasnoyarsk-nibTuLpg,surgut-region-KEpRN78b,3,0,enisey-krasnoyarsk-nibTuLpg
2025-10-19_bw6M1XcM_f3mgP9Ou,2025-10-19,gorky-n-novgorod-bw6M1XcM,belgorod-f3mgP9Ou,3,2,gorky-n-novgorod-bw6M1XcM
2025-10-19_SMCDQxuK_nekXvmpb,2025-10-19,belchatow-SMCDQxuK,scc-berlin-nekXvmpb,3,0,belchatow-SMCDQxuK
2025-10-19_WhuLLKZT_n7gpLG2s,2025-10-19,zawiercie-WhuLLKZT,kedzierzyn-kozle-n7gpLG2s,2,3,kedzierzyn-kozle-n7gpLG2s
2025-10-20_2qsyTQW9_6upmQkon,2025-10-20,milano-2qsyTQW9,modena-6upmQkon,3,2,milano-2qsyTQW9
2025-10-20_Kfbd7lGB_KCDVlA71,2025-10-20,padova-Kfbd7lGB,cuneo-volley-KCDVlA71,3,2,padova-Kfbd7lGB
2025-10-20_Ao2IPdfQ_jm1YCctT,2025-10-20,trefl-gdansk-Ao2IPdfQ,barkom-jm1YCctT,3,2,trefl-gdansk-Ao2IPdfQ
2025-10-20_xKjcGtha_n5HM8Usr,2025-10-20,spor-toto-xKjcGtha,akkus-bld-n5HM8Usr,3,0,spor-toto-xKjcGtha
2025-10-20_hxtqRVVu_nNpxlbKs,2025-10-20,lube-civitanova-hxtqRVVu,grottazzolina-nNpxlbKs,3,1,lube-civitanova-hxtqRVVu
2025-10-20_6katO8rK_WE61m6AE,2025-10-20,istanbul-gsk-6katO8rK,bursa-WE61m6AE,3,2,istanbul-gsk-6katO8rK
2025-10-20_OdjU5n0U_IXfYN7pB,2025-10-20,verona-OdjU5n0U,piacenza-IXfYN7pB,3,1,verona-OdjU5n0U
2025-10-21_vgw8MODe_YDMwzoBc,2025-10-21,herrsching-vgw8MODe,dachau-YDMwzoBc,3,0,herrsching-vgw8MODe
2025-10-21_O4MYx0BC_lhL6wFCl,2025-10-21,nice-O4MYx0BC,tourcoing-lhL6wFCl,2,3,tourcoing-lhL6wFCl
2025-10-21_A7seqaBP_CffxNRaH,2025-10-21,cisterna-A7seqaBP,trentino-CffxNRaH,0,3,trentino-CffxNRaH
2025-10-21_fq1HkrTS_K66Eh4bG,2025-10-21,montpellier-fq1HkrTS,cannes-K66Eh4bG,3,1,montpellier-fq1HkrTS
2025-10-21_G06DuLNr_hb1Yps0L,2025-10-21,chaumont-G06DuLNr,plessis-robinson-hb1Yps0L,1,3,plessis-robinson-hb1Yps0L
2025-10-21_vgreOTFb_EJS1lfOD,2025-10-21,monza-vgreOTFb,safety-perugia-EJS1lfOD,1,3,safety-perugia-EJS1lfOD
2025-10-21_2kggPBWE_21Os7cYs,2025-10-21,slepsk-suwalki-2kggPBWE,rzeszow-21Os7cYs,1,3,rzeszow-21Os7cYs
2025-10-21_tAfYiVn1_8pWgkzcP,2025-10-21,ludwigsburg-tAfYiVn1,luneburg-8pWgkzcP,2,3,luneburg-8pWgkzcP
2025-10-21_0bgyv7a4_fLhuwREA,2025-10-21,netzhoppers-0bgyv7a4,duren-fLhuwREA,0,3,duren-fLhuwREA
2025-10-21_nekXvmpb_Qu1Ot9Fo,2025-10-21,scc-berlin-nekXvmpb,friedrichshafen-Qu1Ot9Fo,0,3,friedrichshafen-Qu1Ot9Fo
2025-10-21_zav73FX6_Um4hyFKf,2025-10-21,projekt-warszawa-zav73FX6,chks-chelm-Um4hyFKf,3,0,projekt-warszawa-zav73FX6
2025-10-21_j7Id0yFb_IgKl2cpn,2025-10-21,ziraat-bankasi-j7Id0yFb,fenerbahce-IgKl2cpn,3,1,ziraat-bankasi-j7Id0yFb
2025-10-21_dhVmA0z9_fsTxZQzt,2025-10-21,sada-cruzeiro-dhVmA0z9,jf-volei-fsTxZQzt,3,1,sada-cruzeiro-dhVmA0z9
2025-10-21_CGJh1Hah_fuJ9F075,2025-10-21,istanbul-bb-CGJh1Hah,halkbank-fuJ9F075,3,0,istanbul-bb-CGJh1Hah
2025-10-21_pCto2hNE_xKjcGtha,2025-10-21,gebze-pCto2hNE,spor-toto-xKjcGtha,0,3,spor-toto-xKjcGtha
2025-10-21_KloOcygm_6katO8rK,2025-10-21,gaziantep-genclik-KloOcygm,istanbul-gsk-6katO8rK,0,3,istanbul-gsk-6katO8rK
2025-10-21_WGABxZRf_SxTPvMt0,2025-10-21,tours-WGABxZRf,ajaccio-SxTPvMt0,3,0,tours-WGABxZRf
2025-10-22_tOoNOmgh_YgncOTwn,2025-10-22,novosibirsk-tOoNOmgh,ufa-YgncOTwn,3,1,novosibirsk-tOoNOmgh
2025-10-22_6qoPxMTP_tOgUx7xD,2025-10-22,achel-6qoPxMTP,guibertin-tOgUx7xD,3,0,achel-6qoPxMTP
2025-10-22_n5HM8Usr_pCto2hNE,2025-10-22,akkus-bld-n5HM8Usr,gebze-pCto2hNE,3,0,akkus-bld-n5HM8Usr
2025-10-22_nLjMYaqj_hESei7a0,2025-10-22,lindemans-aalst-nLjMYaqj,haasrode-leuven-hESei7a0,0,3,haasrode-leuven-hESei7a0
2025-10-22_Gt32HqU2_O2FjXreG,2025-10-22,karlsruhe-Gt32HqU2,freiburg-O2FjXreG,0,3,freiburg-O2FjXreG
2025-10-22_pAof6Hml_lWD9RIPD,2025-10-22,olsztyn-pAof6Hml,jastrzebski-lWD9RIPD,2,3,jastrzebski-lWD9RIPD
2025-10-22_ING9tghN_p4s7hUbp,2025-10-22,mitteldeutschland-ING9tghN,tsv-giesen-grizzlys-p4s7hUbp,0,3,tsv-giesen-grizzlys-p4s7hUbp
2025-10-22_WE61m6AE_KloOcygm,2025-10-22,bursa-WE61m6AE,gaziantep-genclik-KloOcygm,1,3,gaziantep-genclik-KloOcygm
2025-10-22_K85RJEn0_hC0jKP7N,2025-10-22,novyi-urengoy-K85RJEn0,nova-novokuybyshevsk-hC0jKP7N,1,3,nova-novokuybyshevsk-hC0jKP7N
2025-10-22_CWJyenai_fLhuwREA,2025-10-22,vco-berlin-CWJyenai,duren-fLhuwREA,0,3,duren-fLhuwREA
2025-10-22_EuwcJPKB_Kv7iGxys,2025-10-22,norwid-czestochowa-EuwcJPKB,lublin-Kv7iGxys,0,3,lublin-Kv7iGxys
2025-10-22_S0nUsKBh_MB7pnxoH,2025-10-22,zenit-st-petersburg-S0nUsKBh,dinamo-lo-MB7pnxoH,3,0,zenit-st-petersburg-S0nUsKBh
2025-10-22_0xhxfTGD_IVLyj26M,2025-10-22,waremme-0xhxfTGD,roeselare-IVLyj26M,0,3,roeselare-IVLyj26M
2025-10-23_fwN0pTnE_2PiJkt1T,2025-10-23,san-lorenzo-de-almagro-fwN0pTnE,monteros-2PiJkt1T,3,1,san-lorenzo-de-almagro-fwN0pTnE
2025-10-23_p298ASFI_xfxfdEus,2025-10-23,suzano-volei-p298ASFI,sao-jose-dos-campos-xfxfdEus,3,0,suzano-volei-p298ASFI
2025-10-23_0pxnGFZT_byQlmwTe,2025-10-23,guarulhos-0pxnGFZT,minas-tenis-clube-byQlmwTe,3,2,guarulhos-0pxnGFZT
2025-10-23_f3mgP9Ou_nibTuLpg,2025-10-23,belgorod-f3mgP9Ou,enisey-krasnoyarsk-nibTuLpg,3,2,belgorod-f3mgP9Ou
2025-10-23_hbFonVBi_OSDwWRtI,2025-10-23,kemerovo-hbFonVBi,mgtu-moscow-OSDwWRtI,3,0,kemerovo-hbFonVBi
2025-10-23_KEpRN78b_2wzWMRN4,2025-10-23,surgut-region-KEpRN78b,yaroslavl-2wzWMRN4,0,3,yaroslavl-2wzWMRN4
2025-10-23_j7MxHCWI_bw6M1XcM,2025-10-23,zenit-kazan-j7MxHCWI,gorky-n-novgorod-bw6M1XcM,3,1,zenit-kazan-j7MxHCWI
2025-10-23_WEyEpt6d_fq1HkrTS,2025-10-23,poitiers-WEyEpt6d,montpellier-fq1HkrTS,0,3,montpellier-fq1HkrTS
2025-10-23_dxBuFAus_lSPIzHQL,2025-10-23,sesi-sp-dxBuFAus,joinville-lSPIzHQL,3,0,sesi-sp-dxBuFAus
2025-10-24_QqMi2DVn_jgKi0Llj,2025-10-24,volei-renata-QqMi2DVn,monte-carmelo-jgKi0Llj,3,0,volei-renata-QqMi2DVn
2025-10-24_fLhuwREA_nekXvmpb,2025-10-24,duren-fLhuwREA,scc-berlin-nekXvmpb,3,2,duren-fLhuwREA
2025-10-24_2PiJkt1T_bLGPsNgP,2025-10-24,monteros-2PiJkt1T,tucuman-de-gimnasia-bLGPsNgP,2,3,tucuman-de-gimnasia-bLGPsNgP
2025-10-24_WMOb4cbO_bLGPsNgP,2025-10-24,ciudad-buenos-aires-WMOb4cbO,tucuman-de-gimnasia-bLGPsNgP,3,1,ciudad-buenos-aires-WMOb4cbO
2025-10-24_O2FjXreG_tAfYiVn1,2025-10-24,freiburg-O2FjXreG,ludwigsburg-tAfYiVn1,0,3,ludwigsburg-tAfYiVn1
2025-10-24_lhL6wFCl_hOxAoMjj,2025-10-24,tourcoing-lhL6wFCl,paris-hOxAoMjj,3,0,tourcoing-lhL6wFCl
2025-10-24_ba4VIY16_80aPt1Vn,2025-10-24,din-moscow-ba4VIY16,neftjanik-orenburg-80aPt1Vn,3,0,din-moscow-ba4VIY16
2025-10-24_pp1TByGo_6qoPxMTP,2025-10-24,gent-pp1TByGo,achel-6qoPxMTP,0,3,achel-6qoPxMTP
2025-10-24_lY4LB6zN_SO3PAQkT,2025-10-24,osaka-bluteon-lY4LB6zN,suntory-sunbirds-SO3PAQkT,3,1,osaka-bluteon-lY4LB6zN
2025-10-24_8d2aS61N_UBvJOjmK,2025-10-24,goias-8d2aS61N,praia-clube-UBvJOjmK,1,3,praia-clube-UBvJOjmK
2025-10-25_8pWgkzcP_ING9tghN,2025-10-25,luneburg-8pWgkzcP,mitteldeutschland-ING9tghN,3,0,luneburg-8pWgkzcP
2025-10-25_Kv7iGxys_n7gpLG2s,2025-10-25,lublin-Kv7iGxys,kedzierzyn-kozle-n7gpLG2s,3,2,lublin-Kv7iGxys
2025-10-25_SMCDQxuK_pAof6Hml,2025-10-25,belchatow-SMCDQxuK,olsztyn-pAof6Hml,2,3,olsztyn-pAof6Hml
2025-10-25_hbFonVBi_MB7pnxoH,2025-10-25,kemerovo-hbFonVBi,dinamo-lo-MB7pnxoH,1,3,dinamo-lo-MB7pnxoH
2025-10-25_j7Id0yFb_IgKl2cpn,2025-10-25,ziraat-bankasi-j7Id0yFb,fenerbahce-IgKl2cpn,3,0,ziraat-bankasi-j7Id0yFb
2025-10-25_WhuLLKZT_zav73FX6,2025-10-25,zawiercie-WhuLLKZT,projekt-warszawa-zav73FX6,0,3,projekt-warszawa-zav73FX6
2025-10-25_nNpxlbKs_OdjU5n0U,2025-10-25,grottazzolina-nNpxlbKs,verona-OdjU5n0U,0,3,verona-OdjU5n0U
2025-10-25_C2yq100p_p6Uf7OoP,2025-10-25,voreas-hokkaido-C2yq100p,jtekt-p6Uf7OoP,3,1,voreas-hokkaido-C2yq100p
2025-10-25_WE61m6AE_pCto2hNE,2025-10-25,bursa-WE61m6AE,gebze-pCto2hNE,0,3,gebze-pCto2hNE
2025-10-25_hb1Yps0L_WGABxZRf,2025-10-25,plessis-robinson-hb1Yps0L,tours-WGABxZRf,1,3,tours-WGABxZRf
2025-10-25_Qu1Ot9Fo_vgw8MODe,2025-10-25,friedrichshafen-Qu1Ot9Fo,herrsching-vgw8MODe,3,0,friedrichshafen-Qu1Ot9Fo
2025-10-25_nLjMYaqj_jJjkNZW4,2025-10-25,lindemans-aalst-nLjMYaqj,brabo-antwerp-jJjkNZW4,3,0,lindemans-aalst-nLjMYaqj
2025-10-25_nLrfnIpa_4nBz5M3U,2025-10-25,galatasaray-nLrfnIpa,altekma-4nBz5M3U,3,1,galatasaray-nLrfnIpa
2025-10-25_63ZVqQDr_fuJ9F075,2025-10-25,alanya-bld-63ZVqQDr,halkbank-fuJ9F075,2,3,halkbank-fuJ9F075
2025-10-25_6katO8rK_KloOcygm,2025-10-25,istanbul-gsk-6katO8rK,gaziantep-genclik-KloOcygm,3,1,istanbul-gsk-6katO8rK
2025-10-25_lY4LB6zN_SO3PAQkT,2025-10-25,osaka-bluteon-lY4LB6zN,suntory-sunbirds-SO3PAQkT,1,3,suntory-sunbirds-SO3PAQkT
2025-10-25_jTKINSpR_ny1bf4Dj,2025-10-25,nagoya-jTKINSpR,jt-thunders-ny1bf4Dj,2,3,jt-thunders-ny1bf4Dj
2025-10-25_WMOb4cbO_fwN0pTnE,2025-10-25,ciudad-buenos-aires-WMOb4cbO,san-lorenzo-de-almagro-fwN0pTnE,2,3,san-lorenzo-de-almagro-fwN0pTnE
2025-10-25_SxTPvMt0_G06DuLNr,2025-10-25,ajaccio-SxTPvMt0,chaumont-G06DuLNr,3,0,ajaccio-SxTPvMt0
2025-10-25_UqTvfVSl_CGJh1Hah,2025-10-25,cizre-bld-UqTvfVSl,istanbul-bb-CGJh1Hah,1,3,istanbul-bb-CGJh1Hah
2025-10-26_hESei7a0_tOgUx7xD,2025-10-26,haasrode-leuven-hESei7a0,guibertin-tOgUx7xD,3,1,haasrode-leuven-hESei7a0
2025-10-26_6upmQkon_vgreOTFb,2025-10-26,modena-6upmQkon,monza-vgreOTFb,3,0,modena-6upmQkon
2025-10-26_EJS1lfOD_hxtqRVVu,2025-10-26,safety-perugia-EJS1lfOD,lube-civitanova-hxtqRVVu,3,2,safety-perugia-EJS1lfOD
2025-10-26_C2yq100p_p6Uf7OoP,2025-10-26,voreas-hokkaido-C2yq100p,jtekt-p6Uf7OoP,0,3,jtekt-p6Uf7OoP
2025-10-26_CffxNRaH_Kfbd7lGB,2025-10-26,trentino-CffxNRaH,padova-Kfbd7lGB,3,0,trentino-CffxNRaH
2025-10-26_21Os7cYs_Ao2IPdfQ,2025-10-26,rzeszow-21Os7cYs,trefl-gdansk-Ao2IPdfQ,3,2,rzeszow-21Os7cYs
2025-10-26_p4s7hUbp_4WaSuTUi,2025-10-26,tsv-giesen-grizzlys-p4s7hUbp,haching-munchen-4WaSuTUi,3,0,tsv-giesen-grizzlys-p4s7hUbp
2025-10-26_Um4hyFKf_K4CJzoda,2025-10-26,chks-chelm-Um4hyFKf,cuprum-gorzow-K4CJzoda,3,2,chks-chelm-Um4hyFKf
2025-10-26_2wzWMRN4_f3mgP9Ou,2025-10-26,yaroslavl-2wzWMRN4,belgorod-f3mgP9Ou,0,3,belgorod-f3mgP9Ou
2025-10-26_jTKINSpR_ny1bf4Dj,2025-10-26,nagoya-jTKINSpR,jt-thunders-ny1bf4Dj,3,0,nagoya-jTKINSpR
2025-10-26_KCDVlA71_A7seqaBP,2025-10-26,cuneo-volley-KCDVlA71,cisterna-A7seqaBP,3,0,cuneo-volley-KCDVlA71
2025-10-26_ba4VIY16_K85RJEn0,2025-10-26,din-moscow-ba4VIY16,novyi-urengoy-K85RJEn0,3,1,din-moscow-ba4VIY16
2025-10-26_tOoNOmgh_OSDwWRtI,2025-10-26,novosibirsk-tOoNOmgh,mgtu-moscow-OSDwWRtI,3,0,novosibirsk-tOoNOmgh
2025-10-26_lWD9RIPD_2kggPBWE,2025-10-26,jastrzebski-lWD9RIPD,slepsk-suwalki-2kggPBWE,3,0,jastrzebski-lWD9RIPD
2025-10-26_hC0jKP7N_S0nUsKBh,2025-10-26,nova-novokuybyshevsk-hC0jKP7N,zenit-st-petersburg-S0nUsKBh,1,3,zenit-st-petersburg-S0nUsKBh
2025-10-26_xYzM4rBF_IVLyj26M,2025-10-26,booischot-xYzM4rBF,roeselare-IVLyj26M,0,3,roeselare-IVLyj26M
2025-10-26_IXfYN7pB_2qsyTQW9,2025-10-26,piacenza-IXfYN7pB,milano-2qsyTQW9,3,1,piacenza-IXfYN7pB
2025-10-26_YgncOTwn_KEpRN78b,2025-10-26,ufa-YgncOTwn,surgut-region-KEpRN78b,0,3,surgut-region-KEpRN78b
2025-10-26_p298ASFI_0pxnGFZT,2025-10-26,suzano-volei-p298ASFI,guarulhos-0pxnGFZT,1,3,guarulhos-0pxnGFZT
2025-10-27_nibTuLpg_j7MxHCWI,2025-10-27,enisey-krasnoyarsk-nibTuLpg,zenit-kazan-j7MxHCWI,1,3,zenit-kazan-j7MxHCWI
2025-10-27_bw6M1XcM_80aPt1Vn,2025-10-27,gorky-n-novgorod-bw6M1XcM,neftjanik-orenburg-80aPt1Vn,1,3,neftjanik-orenburg-80aPt1Vn
2025-10-27_fsTxZQzt_jgKi0Llj,2025-10-27,jf-volei-fsTxZQzt,monte-carmelo-jgKi0Llj,3,2,jf-volei-fsTxZQzt
2025-10-27_byQlmwTe_lSPIzHQL,2025-10-27,minas-tenis-clube-byQlmwTe,joinville-lSPIzHQL,0,3,joinville-lSPIzHQL
2025-10-27_UBvJOjmK_xfxfdEus,2025-10-27,praia-clube-UBvJOjmK,sao-jose-dos-campos-xfxfdEus,3,0,praia-clube-UBvJOjmK
2025-10-28_4nBz5M3U_WE61m6AE,2025-10-28,altekma-4nBz5M3U,bursa-WE61m6AE,3,2,altekma-4nBz5M3U
2025-10-28_n5HM8Usr_UqTvfVSl,2025-10-28,akkus-bld-n5HM8Usr,cizre-bld-UqTvfVSl,3,1,akkus-bld-n5HM8Usr
2025-10-28_dhVmA0z9_dxBuFAus,2025-10-28,sada-cruzeiro-dhVmA0z9,sesi-sp-dxBuFAus,2,3,sesi-sp-dxBuFAus
2025-10-28_G06DuLNr_OhtH6NSF,2025-10-28,chaumont-G06DuLNr,sete-OhtH6NSF,0,3,sete-OhtH6NSF
2025-10-28_WGABxZRf_dhmqo2yp,2025-10-28,tours-WGABxZRf,narbonne-dhmqo2yp,3,0,tours-WGABxZRf
2025-10-28_CGJh1Hah_6katO8rK,2025-10-28,istanbul-bb-CGJh1Hah,istanbul-gsk-6katO8rK,0,3,istanbul-gsk-6katO8rK
2025-10-28_fq1HkrTS_lhL6wFCl,2025-10-28,montpellier-fq1HkrTS,tourcoing-lhL6wFCl,3,0,montpellier-fq1HkrTS
2025-10-28_fuJ9F075_nLrfnIpa,2025-10-28,halkbank-fuJ9F075,galatasaray-nLrfnIpa,3,0,halkbank-fuJ9F075
2025-10-28_jm1YCctT_EuwcJPKB,2025-10-28,barkom-jm1YCctT,norwid-czestochowa-EuwcJPKB,3,2,barkom-jm1YCctT
2025-10-28_0bgyv7a4_p4s7hUbp,2025-10-28,netzhoppers-0bgyv7a4,tsv-giesen-grizzlys-p4s7hUbp,0,3,tsv-giesen-grizzlys-p4s7hUbp
2025-10-28_QqMi2DVn_8d2aS61N,2025-10-28,volei-renata-QqMi2DVn,goias-8d2aS61N,1,3,goias-8d2aS61N
2025-10-28_ING9tghN_O2FjXreG,2025-10-28,mitteldeutschland-ING9tghN,freiburg-O2FjXreG,2,3,freiburg-O2FjXreG
2025-10-28_pCto2hNE_j7Id0yFb,2025-10-28,gebze-pCto2hNE,ziraat-bankasi-j7Id0yFb,1,3,ziraat-bankasi-j7Id0yFb
2025-10-28_KloOcygm_63ZVqQDr,2025-10-28,gaziantep-genclik-KloOcygm,alanya-bld-63ZVqQDr,3,2,gaziantep-genclik-KloOcygm
2025-10-29_nekXvmpb_OWUbRW4I,2025-10-29,scc-berlin-nekXvmpb,warnemunde-OWUbRW4I,3,0,scc-berlin-nekXvmpb
